PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,title
595, Not Survived,2,male,37.0,1,0,26.0,Southampton,Mr
596, Not Survived,3,male,36.0,1,1,24.15,Southampton,Mr
597,Survived,2,female,,0,0,33.0,Southampton,Miss
598, Not Survived,3,male,49.0,0,0,0.0,Southampton,Mr
599, Not Survived,3,male,,0,0,7.225,Cherbourg,Mr
600,Survived,1,male,49.0,1,0,56.9292,Cherbourg,Sir
601,Survived,2,female,24.0,2,1,27.0,Southampton,Mrs
602, Not Survived,3,male,,0,0,7.8958,Southampton,Mr
603, Not Survived,1,male,,0,0,42.4,Southampton,Mr
604, Not Survived,3,male,44.0,0,0,8.05,Southampton,Mr
605,Survived,1,male,35.0,0,0,26.55,Cherbourg,Mr
606, Not Survived,3,male,36.0,1,0,15.55,Southampton,Mr
607, Not Survived,3,male,30.0,0,0,7.8958,Southampton,Mr
608,Survived,1,male,27.0,0,0,30.5,Southampton,Mr
609,Survived,2,female,22.0,1,2,41.5792,Cherbourg,Mrs
610,Survived,1,female,40.0,0,0,153.4625,Southampton,Miss
611, Not Survived,3,female,39.0,1,5,31.275,Southampton,Mrs
612, Not Survived,3,male,,0,0,7.05,Southampton,Mr
613,Survived,3,female,,1,0,15.5,Queenstown,Miss
614, Not Survived,3,male,,0,0,7.75,Queenstown,Mr
615, Not Survived,3,male,35.0,0,0,8.05,Southampton,Mr
616,Survived,2,female,24.0,1,2,65.0,Southampton,Miss
617, Not Survived,3,male,34.0,1,1,14.4,Southampton,Mr
618, Not Survived,3,female,26.0,1,0,16.1,Southampton,Mrs
619,Survived,2,female,4.0,2,1,39.0,Southampton,Miss
620, Not Survived,2,male,26.0,0,0,10.5,Southampton,Mr
621, Not Survived,3,male,27.0,1,0,14.4542,Cherbourg,Mr
622,Survived,1,male,42.0,1,0,52.5542,Southampton,Mr
623,Survived,3,male,20.0,1,1,15.7417,Cherbourg,Mr
624, Not Survived,3,male,21.0,0,0,7.8542,Southampton,Mr
625, Not Survived,3,male,21.0,0,0,16.1,Southampton,Mr
626, Not Survived,1,male,61.0,0,0,32.3208,Southampton,Mr
627, Not Survived,2,male,57.0,0,0,12.35,Queenstown,Reverend
628,Survived,1,female,21.0,0,0,77.9583,Southampton,Miss
629, Not Survived,3,male,26.0,0,0,7.8958,Southampton,Mr
630, Not Survived,3,male,,0,0,7.7333,Queenstown,Mr
631,Survived,1,male,80.0,0,0,30.0,Southampton,Mr
632, Not Survived,3,male,51.0,0,0,7.0542,Southampton,Mr
633,Survived,1,male,32.0,0,0,30.5,Cherbourg,Dr
634, Not Survived,1,male,,0,0,0.0,Southampton,Mr
635, Not Survived,3,female,9.0,3,2,27.9,Southampton,Miss
636,Survived,2,female,28.0,0,0,13.0,Southampton,Miss
637, Not Survived,3,male,32.0,0,0,7.925,Southampton,Mr
638, Not Survived,2,male,31.0,1,1,26.25,Southampton,Mr
639, Not Survived,3,female,41.0,0,5,39.6875,Southampton,Mrs
640, Not Survived,3,male,,1,0,16.1,Southampton,Mr
641, Not Survived,3,male,20.0,0,0,7.8542,Southampton,Mr
642,Survived,1,female,24.0,0,0,69.3,Cherbourg,Miss
643, Not Survived,3,female,2.0,3,2,27.9,Southampton,Miss
644,Survived,3,male,,0,0,56.4958,Southampton,Mr
645,Survived,3,female,0.75,2,1,19.2583,Cherbourg,Miss
646,Survived,1,male,48.0,1,0,76.7292,Cherbourg,Mr
647, Not Survived,3,male,19.0,0,0,7.8958,Southampton,Mr
648,Survived,1,male,56.0,0,0,35.5,Cherbourg,Colonel
649, Not Survived,3,male,,0,0,7.55,Southampton,Mr
650,Survived,3,female,23.0,0,0,7.55,Southampton,Miss
651, Not Survived,3,male,,0,0,7.8958,Southampton,Mr
652,Survived,2,female,18.0,0,1,23.0,Southampton,Miss
653, Not Survived,3,male,21.0,0,0,8.4333,Southampton,Mr
654,Survived,3,female,,0,0,7.8292,Queenstown,Miss
655, Not Survived,3,female,18.0,0,0,6.75,Queenstown,Miss
656, Not Survived,2,male,24.0,2,0,73.5,Southampton,Mr
657, Not Survived,3,male,,0,0,7.8958,Southampton,Mr
658, Not Survived,3,female,32.0,1,1,15.5,Queenstown,Mrs
659, Not Survived,2,male,23.0,0,0,13.0,Southampton,Mr
660, Not Survived,1,male,58.0,0,2,113.275,Cherbourg,Mr
661,Survived,1,male,50.0,2,0,133.65,Southampton,Dr
662, Not Survived,3,male,40.0,0,0,7.225,Cherbourg,Mr
663, Not Survived,1,male,47.0,0,0,25.5875,Southampton,Mr
664, Not Survived,3,male,36.0,0,0,7.4958,Southampton,Mr
665,Survived,3,male,20.0,1,0,7.925,Southampton,Mr
666, Not Survived,2,male,32.0,2,0,73.5,Southampton,Mr
667, Not Survived,2,male,25.0,0,0,13.0,Southampton,Mr
668, Not Survived,3,male,,0,0,7.775,Southampton,Mr
669, Not Survived,3,male,43.0,0,0,8.05,Southampton,Mr
670,Survived,1,female,,1,0,52.0,Southampton,Mrs
671,Survived,2,female,40.0,1,1,39.0,Southampton,Mrs
672, Not Survived,1,male,31.0,1,0,52.0,Southampton,Mr
673, Not Survived,2,male,70.0,0,0,10.5,Southampton,Mr
674,Survived,2,male,31.0,0,0,13.0,Southampton,Mr
675, Not Survived,2,male,,0,0,0.0,Southampton,Mr
676, Not Survived,3,male,18.0,0,0,7.775,Southampton,Mr
677, Not Survived,3,male,24.5,0,0,8.05,Southampton,Mr
678,Survived,3,female,18.0,0,0,9.8417,Southampton,Miss
679, Not Survived,3,female,43.0,1,6,46.9,Southampton,Mrs
680,Survived,1,male,36.0,0,1,512.3292,Cherbourg,Mr
681, Not Survived,3,female,,0,0,8.1375,Queenstown,Miss
682,Survived,1,male,27.0,0,0,76.7292,Cherbourg,Mr
683, Not Survived,3,male,20.0,0,0,9.225,Southampton,Mr
684, Not Survived,3,male,14.0,5,2,46.9,Southampton,Mr
685, Not Survived,2,male,60.0,1,1,39.0,Southampton,Mr
686, Not Survived,2,male,25.0,1,2,41.5792,Cherbourg,Mr
687, Not Survived,3,male,14.0,4,1,39.6875,Southampton,Mr
688, Not Survived,3,male,19.0,0,0,10.1708,Southampton,Mr
689, Not Survived,3,male,18.0,0,0,7.7958,Southampton,Mr
690,Survived,1,female,15.0,0,1,211.3375,Southampton,Miss
691,Survived,1,male,31.0,1,0,57.0,Southampton,Mr
692,Survived,3,female,4.0,0,1,13.4167,Cherbourg,Miss
693,Survived,3,male,,0,0,56.4958,Southampton,Mr
694, Not Survived,3,male,25.0,0,0,7.225,Cherbourg,Mr
695, Not Survived,1,male,60.0,0,0,26.55,Southampton,Colonel
696, Not Survived,2,male,52.0,0,0,13.5,Southampton,Mr
697, Not Survived,3,male,44.0,0,0,8.05,Southampton,Mr
698,Survived,3,female,,0,0,7.7333,Queenstown,Miss
699, Not Survived,1,male,49.0,1,1,110.8833,Cherbourg,Mr
700, Not Survived,3,male,42.0,0,0,7.65,Southampton,Mr
701,Survived,1,female,18.0,1,0,227.525,Cherbourg,Mrs
702,Survived,1,male,35.0,0,0,26.2875,Southampton,Mr
703, Not Survived,3,female,18.0,0,1,14.4542,Cherbourg,Miss
704, Not Survived,3,male,25.0,0,0,7.7417,Queenstown,Mr
705, Not Survived,3,male,26.0,1,0,7.8542,Southampton,Mr
706, Not Survived,2,male,39.0,0,0,26.0,Southampton,Mr
707,Survived,2,female,45.0,0,0,13.5,Southampton,Mrs
708,Survived,1,male,42.0,0,0,26.2875,Southampton,Mr
709,Survived,1,female,22.0,0,0,151.55,Southampton,Miss
710,Survived,3,male,,1,1,15.2458,Cherbourg,Master
711,Survived,1,female,24.0,0,0,49.5042,Cherbourg,Miss
712, Not Survived,1,male,,0,0,26.55,Southampton,Mr
713,Survived,1,male,48.0,1,0,52.0,Southampton,Mr
714, Not Survived,3,male,29.0,0,0,9.4833,Southampton,Mr
715, Not Survived,2,male,52.0,0,0,13.0,Southampton,Mr
716, Not Survived,3,male,19.0,0,0,7.65,Southampton,Mr
717,Survived,1,female,38.0,0,0,227.525,Cherbourg,Miss
718,Survived,2,female,27.0,0,0,10.5,Southampton,Miss
719, Not Survived,3,male,,0,0,15.5,Queenstown,Mr
720, Not Survived,3,male,33.0,0,0,7.775,Southampton,Mr
721,Survived,2,female,6.0,0,1,33.0,Southampton,Miss
722, Not Survived,3,male,17.0,1,0,7.0542,Southampton,Mr
723, Not Survived,2,male,34.0,0,0,13.0,Southampton,Mr
724, Not Survived,2,male,50.0,0,0,13.0,Southampton,Mr
725,Survived,1,male,27.0,1,0,53.1,Southampton,Mr
726, Not Survived,3,male,20.0,0,0,8.6625,Southampton,Mr
727,Survived,2,female,30.0,3,0,21.0,Southampton,Mrs
728,Survived,3,female,,0,0,7.7375,Queenstown,Miss
729, Not Survived,2,male,25.0,1,0,26.0,Southampton,Mr
730, Not Survived,3,female,25.0,1,0,7.925,Southampton,Miss
731,Survived,1,female,29.0,0,0,211.3375,Southampton,Miss
732, Not Survived,3,male,11.0,0,0,18.7875,Cherbourg,Mr
733, Not Survived,2,male,,0,0,0.0,Southampton,Mr
734, Not Survived,2,male,23.0,0,0,13.0,Southampton,Mr
735, Not Survived,2,male,23.0,0,0,13.0,Southampton,Mr
736, Not Survived,3,male,28.5,0,0,16.1,Southampton,Mr
737, Not Survived,3,female,48.0,1,3,34.375,Southampton,Mrs
738,Survived,1,male,35.0,0,0,512.3292,Cherbourg,Mr
739, Not Survived,3,male,,0,0,7.8958,Southampton,Mr
740, Not Survived,3,male,,0,0,7.8958,Southampton,Mr
741,Survived,1,male,,0,0,30.0,Southampton,Mr
742, Not Survived,1,male,36.0,1,0,78.85,Southampton,Mr
743,Survived,1,female,21.0,2,2,262.375,Cherbourg,Miss
744, Not Survived,3,male,24.0,1,0,16.1,Southampton,Mr
745,Survived,3,male,31.0,0,0,7.925,Southampton,Mr
746, Not Survived,1,male,70.0,1,1,71.0,Southampton,Captain
747, Not Survived,3,male,16.0,1,1,20.25,Southampton,Mr
748,Survived,2,female,30.0,0,0,13.0,Southampton,Miss
749, Not Survived,1,male,19.0,1,0,53.1,Southampton,Mr
750, Not Survived,3,male,31.0,0,0,7.75,Queenstown,Mr
751,Survived,2,female,4.0,1,1,23.0,Southampton,Miss
752,Survived,3,male,6.0,0,1,12.475,Southampton,Master
753, Not Survived,3,male,33.0,0,0,9.5,Southampton,Mr
754, Not Survived,3,male,23.0,0,0,7.8958,Southampton,Mr
755,Survived,2,female,48.0,1,2,65.0,Southampton,Mrs
756,Survived,2,male,0.67,1,1,14.5,Southampton,Master
757, Not Survived,3,male,28.0,0,0,7.7958,Southampton,Mr
758, Not Survived,2,male,18.0,0,0,11.5,Southampton,Mr
759, Not Survived,3,male,34.0,0,0,8.05,Southampton,Mr
760,Survived,1,female,33.0,0,0,86.5,Southampton,the Countess
761, Not Survived,3,male,,0,0,14.5,Southampton,Mr
762, Not Survived,3,male,41.0,0,0,7.125,Southampton,Mr
763,Survived,3,male,20.0,0,0,7.2292,Cherbourg,Mr
764,Survived,1,female,36.0,1,2,120.0,Southampton,Mrs
765, Not Survived,3,male,16.0,0,0,7.775,Southampton,Mr
766,Survived,1,female,51.0,1,0,77.9583,Southampton,Mrs
767, Not Survived,1,male,,0,0,39.6,Cherbourg,Dr
768, Not Survived,3,female,30.5,0,0,7.75,Queenstown,Miss
769, Not Survived,3,male,,1,0,24.15,Queenstown,Mr
770, Not Survived,3,male,32.0,0,0,8.3625,Southampton,Mr
771, Not Survived,3,male,24.0,0,0,9.5,Southampton,Mr
772, Not Survived,3,male,48.0,0,0,7.8542,Southampton,Mr
773, Not Survived,2,female,57.0,0,0,10.5,Southampton,Mrs
774, Not Survived,3,male,,0,0,7.225,Cherbourg,Mr
775,Survived,2,female,54.0,1,3,23.0,Southampton,Mrs
776, Not Survived,3,male,18.0,0,0,7.75,Southampton,Mr
777, Not Survived,3,male,,0,0,7.75,Queenstown,Mr
778,Survived,3,female,5.0,0,0,12.475,Southampton,Miss
779, Not Survived,3,male,,0,0,7.7375,Queenstown,Mr
780,Survived,1,female,43.0,0,1,211.3375,Southampton,Mrs
781,Survived,3,female,13.0,0,0,7.2292,Cherbourg,Miss
782,Survived,1,female,17.0,1,0,57.0,Southampton,Mrs
783, Not Survived,1,male,29.0,0,0,30.0,Southampton,Mr
784, Not Survived,3,male,,1,2,23.45,Southampton,Mr
785, Not Survived,3,male,25.0,0,0,7.05,Southampton,Mr
786, Not Survived,3,male,25.0,0,0,7.25,Southampton,Mr
787,Survived,3,female,18.0,0,0,7.4958,Southampton,Miss
788, Not Survived,3,male,8.0,4,1,29.125,Queenstown,Master
789,Survived,3,male,1.0,1,2,20.575,Southampton,Master
790, Not Survived,1,male,46.0,0,0,79.2,Cherbourg,Mr
791, Not Survived,3,male,,0,0,7.75,Queenstown,Mr
792, Not Survived,2,male,16.0,0,0,26.0,Southampton,Mr
793, Not Survived,3,female,,8,2,69.55,Southampton,Miss
794, Not Survived,1,male,,0,0,30.6958,Cherbourg,Mr
795, Not Survived,3,male,25.0,0,0,7.8958,Southampton,Mr
796, Not Survived,2,male,39.0,0,0,13.0,Southampton,Mr
797,Survived,1,female,49.0,0,0,25.9292,Southampton,Dr
798,Survived,3,female,31.0,0,0,8.6833,Southampton,Mrs
799, Not Survived,3,male,30.0,0,0,7.2292,Cherbourg,Mr
800, Not Survived,3,female,30.0,1,1,24.15,Southampton,Mrs
801, Not Survived,2,male,34.0,0,0,13.0,Southampton,Mr
802,Survived,2,female,31.0,1,1,26.25,Southampton,Mrs
803,Survived,1,male,11.0,1,2,120.0,Southampton,Master
804,Survived,3,male,0.42,0,1,8.5167,Cherbourg,Master
805,Survived,3,male,27.0,0,0,6.975,Southampton,Mr
806, Not Survived,3,male,31.0,0,0,7.775,Southampton,Mr
807, Not Survived,1,male,39.0,0,0,0.0,Southampton,Mr
808, Not Survived,3,female,18.0,0,0,7.775,Southampton,Miss
809, Not Survived,2,male,39.0,0,0,13.0,Southampton,Mr
810,Survived,1,female,33.0,1,0,53.1,Southampton,Mrs
811, Not Survived,3,male,26.0,0,0,7.8875,Southampton,Mr
812, Not Survived,3,male,39.0,0,0,24.15,Southampton,Mr
813, Not Survived,2,male,35.0,0,0,10.5,Southampton,Mr
814, Not Survived,3,female,6.0,4,2,31.275,Southampton,Miss
815, Not Survived,3,male,30.5,0,0,8.05,Southampton,Mr
816, Not Survived,1,male,,0,0,0.0,Southampton,Mr
817, Not Survived,3,female,23.0,0,0,7.925,Southampton,Miss
818, Not Survived,2,male,31.0,1,1,37.0042,Cherbourg,Mr
819, Not Survived,3,male,43.0,0,0,6.45,Southampton,Mr
820, Not Survived,3,male,10.0,3,2,27.9,Southampton,Master
821,Survived,1,female,52.0,1,1,93.5,Southampton,Mrs
822,Survived,3,male,27.0,0,0,8.6625,Southampton,Mr
823, Not Survived,1,male,38.0,0,0,0.0,Southampton,Jonkheer
824,Survived,3,female,27.0,0,1,12.475,Southampton,Mrs
825, Not Survived,3,male,2.0,4,1,39.6875,Southampton,Master
826, Not Survived,3,male,,0,0,6.95,Queenstown,Mr
827, Not Survived,3,male,,0,0,56.4958,Southampton,Mr
828,Survived,2,male,1.0,0,2,37.0042,Cherbourg,Master
829,Survived,3,male,,0,0,7.75,Queenstown,Mr
830,Survived,1,female,62.0,0,0,80.0,,Mrs
831,Survived,3,female,15.0,1,0,14.4542,Cherbourg,Mrs
832,Survived,2,male,0.83,1,1,18.75,Southampton,Master
833, Not Survived,3,male,,0,0,7.2292,Cherbourg,Mr
834, Not Survived,3,male,23.0,0,0,7.8542,Southampton,Mr
835, Not Survived,3,male,18.0,0,0,8.3,Southampton,Mr
836,Survived,1,female,39.0,1,1,83.1583,Cherbourg,Miss
837, Not Survived,3,male,21.0,0,0,8.6625,Southampton,Mr
838, Not Survived,3,male,,0,0,8.05,Southampton,Mr
839,Survived,3,male,32.0,0,0,56.4958,Southampton,Mr
840,Survived,1,male,,0,0,29.7,Cherbourg,Mr
841, Not Survived,3,male,20.0,0,0,7.925,Southampton,Mr
842, Not Survived,2,male,16.0,0,0,10.5,Southampton,Mr
843,Survived,1,female,30.0,0,0,31.0,Cherbourg,Miss
844, Not Survived,3,male,34.5,0,0,6.4375,Cherbourg,Mr
845, Not Survived,3,male,17.0,0,0,8.6625,Southampton,Mr
846, Not Survived,3,male,42.0,0,0,7.55,Southampton,Mr
847, Not Survived,3,male,,8,2,69.55,Southampton,Mr
848, Not Survived,3,male,35.0,0,0,7.8958,Cherbourg,Mr
849, Not Survived,2,male,28.0,0,1,33.0,Southampton,Reverend
850,Survived,1,female,,1,0,89.1042,Cherbourg,Mrs
851, Not Survived,3,male,4.0,4,2,31.275,Southampton,Master
852, Not Survived,3,male,74.0,0,0,7.775,Southampton,Mr
853, Not Survived,3,female,9.0,1,1,15.2458,Cherbourg,Miss
854,Survived,1,female,16.0,0,1,39.4,Southampton,Miss
855, Not Survived,2,female,44.0,1,0,26.0,Southampton,Mrs
856,Survived,3,female,18.0,0,1,9.35,Southampton,Mrs
857,Survived,1,female,45.0,1,1,164.8667,Southampton,Mrs
858,Survived,1,male,51.0,0,0,26.55,Southampton,Mr
859,Survived,3,female,24.0,0,3,19.2583,Cherbourg,Mrs
860, Not Survived,3,male,,0,0,7.2292,Cherbourg,Mr
861, Not Survived,3,male,41.0,2,0,14.1083,Southampton,Mr
862, Not Survived,2,male,21.0,1,0,11.5,Southampton,Mr
863,Survived,1,female,48.0,0,0,25.9292,Southampton,Mrs
864, Not Survived,3,female,,8,2,69.55,Southampton,Miss
865, Not Survived,2,male,24.0,0,0,13.0,Southampton,Mr
866,Survived,2,female,42.0,0,0,13.0,Southampton,Mrs
867,Survived,2,female,27.0,1,0,13.8583,Cherbourg,Miss
868, Not Survived,1,male,31.0,0,0,50.4958,Southampton,Mr
869, Not Survived,3,male,,0,0,9.5,Southampton,Mr
870,Survived,3,male,4.0,1,1,11.1333,Southampton,Master
871, Not Survived,3,male,26.0,0,0,7.8958,Southampton,Mr
872,Survived,1,female,47.0,1,1,52.5542,Southampton,Mrs
873, Not Survived,1,male,33.0,0,0,5.0,Southampton,Mr
874, Not Survived,3,male,47.0,0,0,9.0,Southampton,Mr
875,Survived,2,female,28.0,1,0,24.0,Cherbourg,Mrs
876,Survived,3,female,15.0,0,0,7.225,Cherbourg,Miss
877, Not Survived,3,male,20.0,0,0,9.8458,Southampton,Mr
878, Not Survived,3,male,19.0,0,0,7.8958,Southampton,Mr
879, Not Survived,3,male,,0,0,7.8958,Southampton,Mr
880,Survived,1,female,56.0,0,1,83.1583,Cherbourg,Mrs
881,Survived,2,female,25.0,0,1,26.0,Southampton,Mrs
882, Not Survived,3,male,33.0,0,0,7.8958,Southampton,Mr
883, Not Survived,3,female,22.0,0,0,10.5167,Southampton,Miss
884, Not Survived,2,male,28.0,0,0,10.5,Southampton,Mr
885, Not Survived,3,male,25.0,0,0,7.05,Southampton,Mr
886, Not Survived,3,female,39.0,0,5,29.125,Queenstown,Mrs
887, Not Survived,2,male,27.0,0,0,13.0,Southampton,Reverend
888,Survived,1,female,19.0,0,0,30.0,Southampton,Miss
889, Not Survived,3,female,,1,2,23.45,Southampton,Miss
890,Survived,1,male,26.0,0,0,30.0,Cherbourg,Mr
891, Not Survived,3,male,32.0,0,0,7.75,Queenstown,Mr
